job_title,skills
작업치료사,"작업 치료, 물리, 물리치료, 발달 장애인 활동 서비스, 물리 치료, 작업치료사, 작업치료"
장례 지도사 및 장례 상담원,"장의사, 장례(상조)상담원, 장의사보조원, 장례도우미(서비스), 염사, 장례지도사, 상조도우미, 화장장종사원"
재활용 처리장치·소각로 조작원,"폐기물 소각 관리, 운영원 관련 역량, 소각로 제어장치 조작, 폐기물 소각로 조작, 소각로 조작, 폐비닐재생설비운전, 소각시설 관리, 산업폐기물 소각장치 조작, 재활용 처리기계 조작, 크레인 조작, 재활용 처리 조작, 조이스틱 운전"
전기 부품·제품 생산기계 조작원,"전기 부품 제조, 기능직능력, 반도체 장비 제작, 생산 기계 조작, 생산 업무 처리, 제품 생산 관리, 생산 업무 경험"
전기·가스·수도관리자,"전기, 수도 관리능력, 가스"
전기·전자 부품·제품 조립원,"땜하기, 조립, 생산직, 관리, 생산 직무 역량, 전기 전자 제품 조립, 검사, 전기 제품 조립, 작업 및 전장操作技, 제품 조립, 생산 라인 작업, 전장장비 설계, 단순조립, 전기·전자 부품 조립 기술, 전기 제품 조립 기술, 하네스 생산, 부품 조립 기술, 전자 부품 조립, 반도체 제조 설비 관리, 주간근무"
전기·전자 설비 조작원,"아파트 설비 관리, 전기 시설 유지보수, 점검, 반도체 장비 설치, 보수, 유지, 전기·전자 설비 조작, Set-up, 아파트 관리, 전자기기 수리능력, 기계 유지보수, 전력계통 보호계전시스템, 전기, 전기안전관리, 설비 운영, 협력심, 경력요구, 전기시설 관리, 전자 설비 조작, Hook-up, 고장 진단 및 수리능력, 안전 규정 숙지, 설비 조작능력, 설비 유지보수, 전기배선, 손재주, 전기기능사, 기계 기술, 시설 유지, 설비 조작, 기계 이해력, 전력감시시스템, 시설 보수, 전기기계 설비 조작, 전기·전자 설비, 전기산업기사, 전기·전자 기술, 설비 관리, 기본적인 전기 소자 이해력, 비상 대응 능력, 문제해결능력, 조작능력, 적응력, 전자 기기 조작능력, 전자, 주의력"
전기계측제어기술자,"계장, 공장자동화 PLC전기제어, 계장기술, 공정자동화전기, 빌딩자동제어, 공장자동화제어, 자동제어 시스템, SERVO MOTER, 자동화 기계제작, 전기판넬설계, 전기콘트롤판넬설계, PLC, 자동화PLC 설계, 프로젝트관리, PLC 프로그램, 자동화공장설비설계, 전기판넬 설계, 자동제어 설계, PLC설계, 엔지니어, PLC전기제어, 전기패널 설계, PLC 제어, 공장자동화 PLC설계, 전기패널, 빌딩자동화 PLC설계, 자동제어 계장공, 전기제어 경력, 전기제어 기술, 공장자동화 전기설계, 공장자동화 연구, 전기제어, 시운전"
전기기기·제품개발기술자 및 연구원,"생산기술, 전기회로 설계, LED 디스플레이 제품 설계 및 개발"
전기안전기술자,"전기 안전 기술, 전기 안전 관리, 전기산업기사실무경력, 전기기사, 전기산업기사, 전기안전관리, 전기시설물 유지관리, 전기기능장실무경력, 전기안전 관리, 전기기능장"
전산자료 입력원 및 사무 보조원,"고객관리, 전산 처리, 주문관리, 사무 작업능력, 사무 보조, 야간 근무 관리, 사무직, CAD활용, 일반관리, 데이터 입력, 사무 업무 지원, 사무 보조 역량, 입출고관리, 전산자료 입력, 보고서 작성, 데이터 입력 역량, 전산 기술, 출고관리, 노동복지사업 관리, 고객상담"
전자 부품·제품 생산기계 조작원,"반도체 리드절단, 생산 관리, 기계 조작 능력, 제품 제조, 제품 가공, 자동차 부품 SMT 오퍼레이터, 생산기계 조작, 기계 조작, 제품 조립, PCB 제조 및 검사, 네트워크 엔지니어링, 전자 부품 생산 관련 역량, 제품 생산, 제품 생산 프로세스 이해, 생산 공정 관리, 품질 검사, 전자부품 제조, 제품 검수, 회로 설계, 전자 부품 조립, 생산 기계 조작, SMT장치 조작, 제품 생산기계 조작, 자동납땜기 조작"
전자공학 기술자 및 연구원,"전자공학, 연구능력, 전자공학 기술, 제품(기구) 설계, 직원 교육, 스타트업 혁신, 기술 개발"
정보보안 전문가,"컴퓨터시스템 보안, 정보보안, 정보보호, 네트워크 보안, 시스템보안"
제과·제빵원,"생산 라인 운영, 제과/제빵, 식품 가공 기술, 제과 제빵 기술, 교대근무, 제빵, 빵 굽기, 유사업무 경험, 파티쉐, 생산/조리, 쇼콜라티에, 제과제빵사 자격증 소지, 보건증 소지, 위생/식재 관리, 베이커리, 제빵 경험, 제과제빵, 제품 품질 관리, 베이커리 생산 지원, 유수 베이커리"
제도사,"3D, 기계설계, 철구조물 생산 품질관리, CAD, 기계제도, 캐드, CAD설계, 건축제도기능사, 기계설계 제작, 기계·금속 제도, 금속캐드 원, 납품 엔지니어링"
제조·생산관리자,"QC 품질관리, 생산 관리, 협력사 관리, 기계·자동차·금속, 품질, 제조·생산 관리, 자동차, 제조업무 경험, 사무 업무 관리, 운전면허1종, 화학물 가열장치 조작, 개발, 관리사무원, 생산기술, 사무능력, 인사지원, 계약 관리, 화학물 가공장치 조작, 금속, 품질팀, 품질관리, 기계, 세제류 제조 및 생산 관리, 생산 일정 계획능력, 생산·품질, 생산 공정 역량, 제조 업무 관리, 품질 보증, 현장 관리, 품질 관리, 통계능력, 전기기능사, 생산 현장 지도 및 감독력, 기계 및 자동차 관련 역량, 생산, 화학물 증류반응기 조작, 제조 공정 관리, 생산관리, 생산 및 품질 관리, 생산관리능력, 생산 관리 시스템능력, 운전능력"
제품 디자이너,"온라인쇼핑몰, 제품 디자인, 디자인"
제품·광고 영업원,"고객관리, 인터넷컨텐츠 광고 영업, 열정, 광고 영업, 디지털컨텐츠 영업, 영업전략 수립, 협상능력, 영업능력, 영업활동, 거래처관리, 광고 마케팅, 제품이해력, 옥외광고물 영업, 입사지원 현황 분석, 광고 기획력, 영업관리, 제품 지식, 커뮤니케이션능력, 광고 마케팅능력, 납품, 문제해결능력, 긍정적 태도"
조경 기술자,"조경, 조경시공기술, 조경기술, 건설"
조경원,"시설물유지보수, 조경업무전반, 장비운용, 식물관리, 예초작업, 잔디깍기, 조경, 공사 경력, 제초작업, 잡목/잡초제거, 측량, 약제 살포, 수해예방활동, 침범예방활동, 경계지관리, 초지관리, 수목가지치기, 농기계운용, 식재원 관리, 화훼류식재관리, 조경관리, 조경 관리, 조사보고서작성, 하예작업"
조선·해양공학기술자,"해양구조설계, 조선선박·설계, 조선설계, 선박설계"
종이제품생산기계조작원,"인쇄, 생산기계 조작, 측면접착기 조작, 종이제품 생산, 골판지 제조, 생산직 관련 기술, 생산현장 작업, 종이 코팅, 코팅지 제조, 종이상자 제조기 조작, 기계조작, 그라비아 기계 조작, 특수지 제조, 기계 조작, 그라비아"
주방보조원,"조리 실무 역량, 설거지, 재료준비, 조리 보조, 식품 조리, 음식점 업무, 음식 조리 보조, 식재료 손질, 구내식당 운영, 일반 음식점, 주방 업무, 주방 업무 보조, 식당 서빙 업무, 주방 보조, 요양병원 조리 역량, 조리 보조 업무, 위생, 식재료 처리, 홀 서빙, 위생 관리"
주방장,"조리 기술, 식품 안전 관리"
주조기조작원,"다이캐스팅기 조작, 연속주조기 조작, 주물 주조기 조작"
주차관리·안내원,"카운터 업무, 대체근무자(일용직)채용, 주차관리, 차량 안내, 발렛파킹, 입장 고객 안내, 유료주차 관리, 간단행정업무 가능능, 행정업무, 고객응대, 안전 순찰, 주차 관리, 기타 지정 업무, 직원관리, 요금 정산, 주차 관리 역량, 운전 역량, 입차와 출차 모니터링, 인원근태관리"
중식 조리사,"요리 기술, 식품 조리 및 가공 기술"
지게차운전원,"작업 환경 이해, 지게차 상하차, 지게차 운전, 물류 관리, 우대, 업무사원, 물류 작업 역량, 하차, 물류업무, 상하차 및 창고재고관리, 자동차 부품 생산, 안전 규정 준수, 상차, 물류 작업 경험, 물류 운송, 지게차 조작 능력, 기사 역량, 창고 관리, 출하업무, 반장급, 창고 작업 역량, 창고관리, 지게차 조작 역량, 운전 기술, 물류 작업, 냉동제품 적재 및 입출고, 지게차 운전 능력, 자재관리"
직업상담사,"직업상담지도, 평가, 컴퓨터 활용, 책임감, 국민취업지원제도, 취업지원 경력, 컴퓨터관련 역량, 취업 알선, 구인, 계약기간, 직업교육훈련, 상용직 전환, 직업상담, 음료제공(차, 직업상담능력, 명절선물/귀향비, 근로계약, 통계, 취업컨설턴트, 문서업무, 구직 발굴, 도전정신, 급여조건, 무기계약직 전환, 직무능력향상교육, 취업상담, 센터 내 보조업무 수행 가능 여부, AI로보틱스 직업훈련, 책임상담, 커피), 취업지원, 원서접수, 외부 홍보 활동, 교육프로그램 운영, 경력직 채용, 입사지원, 우수사원포상"
채소·특용 작물 재배원,"채소재배 기술, 단순노무, 시설농업 관리능력, 채소 재배, 생산직, 작물 재배, 특용작물 관리, 농업 기술능력, 과채/양채류 작물 재배/관리, 농업 관련 기술, 노무 작업"
철도·전동차 기관사,"철도 운전 경력, 유사사업장 경력, 기관차 운전 경력, 디젤 동차 운전 경력, 블라인드, 전동차 기관사 경력, 철도차량 운전면허"
청소년 지도사,"문서 작성, 청소년 상담, 청소년 지도, 아동 복지 지도, 청소년 생활 지도, 아동 지도"
청소원,"사우나청소원, 노력 추구, 화학 세제 사용법, 상가 및 사무실 청소 경험, 환경 유지, 세부 사항 확인, 책임감, 사무실 청소 역량, 미화원 역량, 청소 장비 및 용품 사용능력, 환경 유지 역량, 세정 기술, 상주력, 상가청소, 상가 관리, 시설 관리, 원룸 청소 역량, 야구장 청소 역량, 의원 청소 역량, 청소 장비 사용법, 공공 시설 관리 역량, 상가 및 사무실 청소 역량, 청소 업무 경험, 병원 환경 관리 역량, 화학 청소제 사용 방법, 미화, 건물 청소, 사무실 청소, 세부 주의, 공간 관리, 청소원 역량, 공공건물 청소 역량, 손재주, 공장 관리, 다양한 장소 청소, 건물청소, 쓰레기 처리, 미화원, 내부미화료능력, 공공건축물 관리, 환경 관리, 빌딩 청소, 청결유지 역량, 매장 청소, 여가활동동아리활동, APT 청소, 시설물 관리 역량, 유지보수능력, 청소 기술, 찜질방 청소 역량, 상가 관리 역량, 기본적인 청소 기술, 역구내 정리, 작업 계획 수립, 작업 환경 안전 유지능력, 신속한 대처능력, 미화원 관리, 공간 조직, 청소도구 사용능력, 청결 작업 마감능력, 청결 유지, 다양한 청소 방법에 대한 지식, 빌딩 관리 역량, 고객 응대, 실내 미화원, 협력심, 다양한 장소 및 시설 청소, 요양원 위생 관리, 상가 청소, 작업 환경 유지, 시설관리, 항송, 공공 건물 청소 역량, 역구 내 정리 역량, 작업 환경에 대한 이해, 미화 역량, 백화점 관리 역량, 깨끗이 유지하기, 사무실 관리, 사우나 관리 역량, 객실 관리, 세심한 관찰력, 공중화장실 청소 역량, 다양한 환경에서 작업하는 능력, 지하철역 사 청소, 공공건물청소, 사우나 청소, 다양한 건물 청소 기술, 병실 청소, 시설물 관리능력, 빌딩 청소 역량, 안내, 공중화장실 관리 역량, 지하철역사 관리 역량, 실내미화 역량, 청소 용품 사용능력, 보조업무 보조능력, 목욕탕청소, 건물 유지보수 역량, 청결유지, 병원 및 지하철역 청소 역량, 청결한 환경 유지, 병원 관리 역량, 요양원 관련 역량, 청결 유지 역량, 지하철역 관리 역량, 사무실 관리 역량, 목욕탕 청소, 청소 용품 사용, 세척, 외곽 청소 등, 시설물 유지보수 역량, 내부미화 역량, 작업 환경 이해, 공장 관리 역량, 시설 유지보수, 공간 청결 유지에 대한 역량, 작업 안전 협력, 고객 응대능력, 장기근속 가능, 청소, 클린룸 미화 관리 역량, 공중화장실 청소, 백화점청소, 역 구내 정리, 건물 청소 역량, 응대능력, 세탁, 청결 유지능력, 클리닝 기술, 청소 용구 사용능력, 상가 청소 역량, 청소 서비스 관련 역량, 협업능력, 세척 기술, 공공건물 관리, 미화 작업 역량, 세심한 주의력, 공공장소 청소, 공공건물 관리 역량, 정리, 환경 유해물질 처리, 다과성과 협동심, 사우나 청소 역량, 작업 지시에 따라 업무 수행하는 능력, 공장 청소, 공공 건물 청소, 병원 청소, 세부 주의력, 매장 청소 역량, 청소 일정 관리하기, APT 청소 역량, 유지 보수 역량, 위생 관리, 병원청소원, 시설 관리 역량, 협동심, 청소능력, 카드 우대 혜택 이용 역량, 공공건물 청소 경험, 시설물 유지보수, 세심함, 병원 관리, 외곽미화, 병원 청소 역량, 아파트 청소, 청소기 사용능력, 상황 대처 능력, 병실청소, 작업 환경 안전 유지, 의원 청소, 공공장소 청소 경험, 상가청소원, 야간 근무, 아파트 관리, 상업 시설 청소, 오피스텔 관리 역량, 세세한 관찰력, 지하철 역사 청소, 구내정리 역량, 공공건물 청소, 대인관계 능력, 공장 청소 역량, 물리적인 노력과 힘을 요하는 업무 수행, 아파트 관리 역량, 지하철역 청소, 공공 건물 관리, 공중 화장실 청소, 청소 역량, 문제 해결 능력, 다목적 시설 청소, 목욕탕 관리 역량, 작업 일정 준수, 백화점 청소, 깨끗한 환경 유지, 세심한 관심, 신체 건강함, 공공 시설 관리, 시설물 관리, 아파트 청소 역량, 공공장소 관리, 환경 개선 가능여부, 지하철역사청소, 팀워크, 건강 및 위생 역량, 작업효율, 공공건물 관리능력, 작업 성실성, 시야 넓히기, 건물 관리 역량, 상황대처 능력, 오피스텔 청소"
총무 사무원 및 대학 행정조교,"입학홍보활동, 영업지원, 상담능력, 대학 행정 업무 경험"
총무사무원,"회계, 일반관리사무원, 사무, 업무지원, 사무 보조, 무역업무 및 사무보조"
출납창구 사무원,"은행창구수납원, 은행창구텔러, 은행텔러"
출판·자료편집사무원,"책자 및 편집 역량, 전자조판 역량, 한글(워드)프로그램 활용, 인쇄물 편집디자인(IBN) 역량, 파워포인트 활용, 한글편집 및 교재편집 가능여부"
측량·지리정보 전문가,"드론업무, 측량"
치과위생사,"구강 건강 유지 및 질병 예방, 소독 및 멸균 처리, 인센티브, 환자 응대, 치과 진료 보조, 치주 질환 관리, 환자 의료기록 관리, 스탭 업무수행, 상담 가능능력, 예방 치과, 구강 보건 교육, 구강 위생 관리, 치주 질환 예방, 위생 관리, 구강 위생"
컴퓨터 설치·수리원,"컴퓨터하드웨어수리, 컴퓨터 하드웨어 수리, 컴퓨터 정비, 포토샵, 전산기자재 유지보수, 컴퓨터 A/S, 컴퓨터수리, 컴퓨터 관련 업무, 컴퓨터 전기 전자 통신 서비스, 전산장비유지보수, HP 제품 노트북 데스크탑 A/S 외근직, 캐드, 환경모니터링장비 교정 Validation, 컴퓨터 수리, PC설치, 컴퓨터 설치, 홈페이지 관리, 프로그램 유지관리, PC 설치, PC 유지보수, PC 수리, PC수리"
컴퓨터 하드웨어 기술자 및 연구원,"통신망 설계, 하드웨어 설치, 소프트웨어 설치, IT기술지원, 구축, 정보통신, 통신망 운영, 유지보수, 광통신, 정보통신 공사"
컴퓨터강사,"정보통신, 교육, 프로그래밍, 영업관리\, 웹, 웹디자인, DB, CAD작업"
컴퓨터시스템설계 및 분석가,"ERP, 시스템설계가, 시스템엔지니어, 시스템통합자, 인공지능, 회계프로그램 분석, 시스템분석가, 시스템 설계"
크레인·호이스트운전원,"호이스트 조작능력, 물품이동장비 조작, 타워 크레인 운전 기술, 크레인 운전 기술, 대연산업 크레인 운전 기술, 천장 크레인 운전 기술"
타이어·고무제품 생산기계 조작원,"고무 사출성형, 생산 직무 경험"
택시 운전원,"교통안전 관리능력, 고객 응대능력, 운전 기술, 자세한 도로지식"
텔레마케터,"의료 지원, 쇼핑몰관리, 사무직, 인터넷쇼핑몰텔레마케터, 블로그, 잡화텔레마케터, 의료 관련 기술, 대형마트텔레마케터, 고객상담"
토목감리기술자,"토목감리능력, 토목감리 기술"
토목공학 기술자,"기술능력, 공사팀 관리, 연구개발, 기술 역량, 통계분석, 토목공학, 철도 공사, 현장 사무 업무, 도로경력, 터널 설계, 토목 감리원, 토목설계, 건설자재실험"
토목구조설계기술자,"토목설계 기술, 토목구조설계 기술"
토목시공기술자 및 견적원,"공항건설토목시공, 현장근무능력, 건설현장 토목기술, 부지조성, 도로포장 관리, 중급 이상, 한글, 도로건설, 공무 현장 경험, 교량건설, 시공 기술, 토목기술, 건설 현장 공사 담당, 교량건설토목시공, 토목현장 시공 기술, 토목적산, 시공측량, 건설업무 Paper Work, 품질관리, 시공 기술 관련 역량, EXCEL, 토목대관업무, 토목시공 기술, 토목견적원, 토목견적, 토목현장 공사 관리, 공무담당, AUTO CAD, 공무포함, 토목공무, 현장관리, 토목회사, 토목시공기술, 경력, 품질고급, 토목시공, 경력자, 구조물측량, 토목현장 안전관리, 도로건설토목시공"
토목안전·환경·품질기술자,"안전 진단, 안전 관리, 품질, 토목환경기사, 기술 문서 작성 능력, 환경, 건설·건축 관련 기술, 토목 안전 관리 역량, 토목안전기사, 품질분석, 건축 구조 이해력, 안전관리, 대졸(4년) 학위 소지, 시설 안전 감사 능력, 토목안전, 토목현장관리, 품질관리, 토목안전관리기술, 안전, 환경관리, 토목안전진단, 건설·건축 관련 역량, 측정과학 능력, 품질 기술 관리, 토목안전관리, 건축 기술, 현장근무, 토목, 환경기술, 안전 관리 경험, 토목안전·환경·품질 기술, 토목 안전"
토양환경기술자 및 연구원,"시험분석, 환경 기술"
통계 사무원,"통계 분석, 데이터 분석"
통신 기기·서비스 판매원,"핸드폰 판매, 가입 상담하기, 제품 지식, 판매 기술, mvno 알뜰폰, 간단 전산 입력, 전산입력능력, 영업 관리, 통신기기 판매, 고객 상담 및 의사소통, 고객 상담 및 서비스 Skills, 핸드폰 가입 서비스, 통신기기 지식, MVNO 이해력"
통신장비 설치·수리원,"무선통신단말기수리, 통신설비 유지보수, 현장관리, 통신설비수리 관련 역량, 통신설비수리, 무선통신단말기조정, 방송장비 설치 및 유지보수, 무선 통신 단말기 수리, 정보통신기술관련 업무보조, 정보통신설비, CCTV구축 및 관리보조"
통역가,"언어전문가, 영어통역"
패션 디자이너,"샘플 및 패턴 개발, 기술 역량, 아이템 스케치, 생산 공정에 대한 이해, 섬세한 손놀림, 디자인 역량, 디자인 소프트웨어 활용능력, 패션 트렌드 분석, 디자인 업무 전반, 시즌 컨셉 기획, 패션 트렌드에 대한 이해, 도식화, 패션 트렌드 감각, 제품 생산 관리능력, 프로젝트 관리 능력, 샘플 제작, 패션 디자인, 트렌드 분석, 생산 최적화 능력, 시각 디자인, 실행력, 포토샵 및 일러스트레이터 능력, 시각적 사고력, 창의성, 섬세함, 여성복 작업 가능 여부, 품질 관리능력, 작업지시서 제작, 제품 QC 관리, 상품별 원부자재 서칭, 팀워크, 센스, 메인생산 스케줄 관리, 문제해결능력, 공장 및 프로모션 핸들링"
펄프·종이 제조장치 조작원,제조장치 운용 역량
폐기물처리기술자,"연구 능력, 폐기물 처리 기술"
포장원,"입출고 관리, 상품 포장, 물류 작업, 제품피킹/포장, 물류품질 관리"
표백·염색기 조작원,"섬유 염색 관련 기술, 조색기 조작, 염색 준비, 염색기 조작"
품질관리사무원,"진공성형, 물성, 화학공학, 외근, 내선 전기공, 화학실험, 플랜트 전기공, 엔지니어링, 압출성형, 품질관리, 도면이해, 품질시스템 관리, 지시능력, 현장점검, 외관섬사, 자동차부품, 압공성형, 품질관리 경험, 프레스, 제조업체 경력, 품질보증, 용접, 화학제품분석"
플라스틱제품 생산기계 조작원,"PVC, 제조 생산 직, 생산기계 조작, CNC 라우터, 플라스틱 압출 성형 기 운영 관리, 제조관련단순노무, 합성수지, 플라스틱 압출기 조작, 플라스틱블로우성형, 아크릴, PC, 조작능력, 플라스틱 사출 공정, 포장, 배합기 조작"
플랜트기계공학기술자,"Hydro test, 기발 철 관리, 배관 관리, 품질 관리"
피부 및 체형 관리사,"체형관리사, 비만상담원, 비만관리사, 페도티스트, 두피관리사, 피부관리상담원, 발건강관리사, 다이어트프로그래머, 발관리사, 발마사지사"
하역·적재 종사원,"적재원, 완제 처리, PVC 파이프 처리, 상하차원, 화물하역원, 특송물류 제품 스캔, 출하(납품)보조원, 해외 직구 택배 스캔 및 분류, 물류 작업, 스캔 및 분류, 항만용역(줄잡이), 지게차운전, 화물창고 작업, 상하차 작업"
학예사,"국가 공모 사업 추진, 교육 업무 전반, 문화예술수업, 박물관 학예, 도슨트 역량"
한식 조리사,"조리 경력, 한식 요리 기술, 조리업무, 식당 운영 관련 기술, 위생 및 안전 규정 숙지, 식품 조리, 출장요리, 주방장, 한식조리기능사, 원가 관리, 조리 기술, 한식 조리, 주방인력, 식자재 재고 관리, 구내식당 운영, 위생 및 안전 규정 준수, 식당 운영 경험, 식품 안전 및 위생 관리, 원산지 관리, 식품 위생 관리를 위한 지식, 식당 조리 역량, 식재료 활용능력, 식당 조리, 출장 요리, 주방 구함, 식당 운영 관리, 조리, 식품 위생, 음식물 안전 및 위생 관리, 조리사, 식품 안전, 신체적인 노인 돌보기, 음식 조리 기술, 음식 조리, 식품 안전 및 위생 관리능력, 김밥 제조 관련 기술, 보조 조리, 식재료 처리, 셰프, 유통기한 관리, 한식 조리 관련 역량, 요리, 식재료 관리, 위생 관리"
한의사,"의료지식, 근무능력, 치료기술, 의학지식, 한의학"
항공운송사무원,"항공 수출입 업무 관련 역량, 항공화물 처리 능력, 항공 운송에 관련된 역량"
해외 영업원,"무역 관련 역량, 영어능력, 해외영업"
행사 기획자,"행사 기획, 행사운영기획"
홀서빙원,"조리보조, 고객 응대 능력, 매장관리, 음식점 서빙 및 주방 업무 경험, 고객 응대능력, 팀워크능력, 고객 응대, 커뮤니케이션, 고객 서비스, 음식 서빙 역량, 음식점 서빙 역량, 서빙 업무, 홀서빙 기술, 음식 서빙, 세심한 주의력, 주문 관리, 서빙 기술, 주방 보조, 음식 서빙 기술, 주문 처리, 음식점 서빙, 홀서빙, 작업 협조, 음식점 서비스, 주문 및 서비스 관리, 홀 서빙"
홍보도우미 및 판촉원,"홍보, 판촉"
화물차·특수차 운전원,"노면 청소차량 운행 기술, 구난차 운전, 압롤차량 운전, 대형 화물차 운전 능력, 상품 배송 관리, 물류 업무 처리, 물류 관리, 교통법규 이해, 안전 주의력, 재고 관리능력, 화물차 조작능력, 교통법규 이해력, 운전기술, 고소작업차 조종, 특수차 운전 능력, 화물 운송 역량, 배송 역량, 차량 관리, 압롤기사, 유조차 운전, 물류 업무 경험, 대형 차량 조작능력, 화물 차량 운행, 청소차 운전, 화물 운송, 운전 기술능력, 물류 운송, 트레일러 트럭 운전 기술, 건설폐기물 수집운반, 배송 노하우, 창고 관리, 대형 화물차 운전능력, 차량 유지보수, 견인차 운전, 물류 및 운송 역량, 운송 직무 관련 역량, 근로 현황 통계능력, 특수차 운전능력, 납품 및 납품관리, 운전 역량, 운전 기술, 대형 차량 운전 경험, 특수차 운전, 화물 운송 관련 역량, 화물차 운전, 물류 및 배송 역량"
화학공학 기술자 및 연구원,"의약품품질관리, 신입자 교육, 화학공학 기술, 화학분야 기술연구, 연구 역량, 연구 및 개발, 화학공학 지식, 화학 공학, 기술 연구, 연구 개발, 경영 기획"
화학물 가공장치 조작원,"원료 처리, 화학물 가공장치 조작, 공정 관리, 생산 공정 이해, 안전 규정 준수, 생산 관련 역량 등, 화학제품 제조"
화학연구원,"유기 고분자 분석, 화학, 영어능통, 화학 합성"
화학제품 생산기계 조작원 (고무·플라스틱 제외),"생산기계 조작, 합성수지 컴파운드, 화학제품 생산, 생산 공정 이해, 기계 조작 역량, 기계 조작능력, 생산 라인 관리능력, 생산기술, 기계 조작"
환경공학 기술자 및 연구원,"대기 시료채취, 환경공학 관련 기술"
환경미화원 및 재활용품수거원,"청소능력, 환경미화, 자전거 운용 가능능, 청소관리업무, 환경관리 경험, 청소 업무 수행, 방역, 폐기물 수거, 재활용 역량, 민원응대 경험, 보수, 순방향 사고능력, 환경미화원 업무 처리, 청소, 정원 관리, 청결 유지, 환경보호 의식, 미화(영선), 세탁, 환경보호 관련 역량, 음식물 쓰레기 수거, 환경 보호, 청결정신, 재활용, 미화 역량, 환경관리, 협업능력, 미화 및 정화 기술, 미화능력, 재활용품 분리수거, 쓰레기 수거, 내부미화, 청소 경험, 건물관리, 폐기물 분리, 환경미화 관련 역량, 환경 정비, 청결 및 정돈 능력, 환경 보호 역량, 팀워크, 현장작업능력, 상용직전환검토, 재활용품 수거, 청결 유지 역량, 생활 폐기물 수거, 환경 관리, 현장작업"
회계 사무원,"사무보조, 자체기장, 원가계산원, 2급(국가공인), 자산 구매 및 관리, 관리, 법인세 신고/지원, 전산회계1, 예산관리, 원활한 커뮤니케이션 능력, 원가관리, 원가계산, 재무제표 작성, 운송 및 창고 마감, 원가관리원, 재무회계, 세무관리, 세무 회계, 회계결산, 회계관리, 자체회계프로그램 활용, 법인결산, 세무 신고, 세무, 재무분석, 결산 처리, 재무 모델링, 전산 관련 기술, 문서 작성 능력, 회계 결산, 재무 전략 수립, 고객응대, 매출매입 정산, 금융 데이터 분석, 부가세 신고/지원, 우편물 관리, 회계결산원, 사무업무, 경리회계, 재무 관련 역량, 세무회계, 회계, 법인 결산, 더존 사용, 세무 및 회계 관련 자격, 세무 역량, 사무, 월/분기/년 결산, 전산세무1, 세무 처리, 문서프로그램활용, 사무 역량, 재무 보고서 작성, 인사 업무, 총무 역량, 자체기장 경험, 소상공인 세무 및 노무 상담, 회계 역량, 세무 상담, 인사 총괄담당, 세무 또는 회계 관련 자격 보유."
회계사,"회계, 전산회계, 재무회계, 감사, 출납 업무, 급여관리, 재무, 회계감사, 재무회계 관련 업무, 세무업무, 관리회계, 법인결산, 경리 업무, 회계 역량, 결산 업무, 기장 업무, 세무"
