ncsClCd,KECO,name
01010101,210.0,정부·공공행정 전문가
01010101,254.0,국가·지방행정 사무원
01010101,255.0,공공행정 사무원
01010102,261.0,기획·마케팅 사무원
01010103,263.0,총무 사무원 및 대학 행정조교
01010201,261.0,기획·마케팅 사무원
01010202,2314.0,직업상담사
02010101,210.0,정부·공공행정 전문가
02010101,221.0,경영·진단 전문가
02010101,254.0,국가·지방행정 사무원
02010101,255.0,공공행정 사무원
02010101,261.0,기획·마케팅 사무원
02010102,221.0,경영·진단 전문가
02010102,261.0,기획·마케팅 사무원
02010201,241.0,광고·홍보 전문가
02010201,261.0,기획·마케팅 사무원
02010202,241.0,광고·홍보 전문가
02010202,261.0,기획·마케팅 사무원
02010301,221.0,경영·진단 전문가
02010301,241.0,광고·홍보 전문가
02010301,261.0,기획·마케팅 사무원
02010302,243.0,상품 기획자
02010302,261.0,기획·마케팅 사무원
02010302,292.0,고객 상담원 및 모니터 요원
02010303,242.0,조사 전문가
02010303,293.0,통계 사무원
02010304,261.0,기획·마케팅 사무원
02010304,283.0,자재·구매·물류 사무원
02020101,210.0,정부·공공행정 전문가
02020101,254.0,국가·지방행정 사무원
02020101,255.0,공공행정 사무원
02020101,263.0,총무 사무원 및 대학 행정조교
02020102,263.0,총무 사무원 및 대학 행정조교
02020103,263.0,총무 사무원 및 대학 행정조교
02020201,222.0,인사·노무 전문가
02020201,262.0,인사·교육·훈련 사무원
02020202,222.0,인사·노무 전문가
02020202,262.0,인사·교육·훈련 사무원
02020301,294.0,비서
02020302,210.0,정부·공공행정 전문가
02020302,254.0,국가·지방행정 사무원
02020302,255.0,공공행정 사무원
02020302,263.0,총무 사무원 및 대학 행정조교
02020302,295.0,전산자료 입력원 및 사무 보조원
02030101,263.0,총무 사무원 및 대학 행정조교
02030101,271.0,회계 사무원
02030101,272.0,경리 사무원
02030102,263.0,총무 사무원 및 대학 행정조교
02030102,271.0,회계 사무원
02030102,272.0,경리 사무원
02030201,231.0,회계사
02030201,232.0,세무사
02030201,264.0,감사 사무원
02030201,271.0,회계 사무원
02030202,231.0,회계사
02030202,232.0,세무사
02030202,233.0,관세사
02030202,251.0,조세행정 사무원
02030202,252.0,관세행정 사무원
02030202,271.0,회계 사무원
02040101,263.0,총무 사무원 및 대학 행정조교
02040101,283.0,자재·구매·물류 사무원
02040102,283.0,자재·구매·물류 사무원
02040103,284.0,생산·품질 사무원
02040104,283.0,자재·구매·물류 사무원
02040104,284.0,생산·품질 사무원
02040201,284.0,생산·품질 사무원
02040302,233.0,관세사
02040302,281.0,무역 사무원
02040303,281.0,무역 사무원
02040305,283.0,자재·구매·물류 사무원
02040306,283.0,자재·구매·물류 사무원
02040307,283.0,자재·구매·물류 사무원
03010101,324.0,출납창구 사무원
03010102,321.0,은행 사무원
03010102,322.0,증권 사무원
03010102,323.0,보험 심사원 및 사무원
03010103,321.0,은행 사무원
03010103,322.0,증권 사무원
03010104,321.0,은행 사무원
03010105,321.0,은행 사무원
03010105,331.0,대출 및 신용카드 모집인
03010201,313.0,보험·금융상품 개발자
03010202,313.0,보험·금융상품 개발자
03010203,313.0,보험·금융상품 개발자
03010204,313.0,보험·금융상품 개발자
03010301,311.0,투자·신용 분석가
03010301,321.0,은행 사무원
03010301,323.0,보험 심사원 및 사무원
03010302,311.0,투자·신용 분석가
03010303,321.0,은행 사무원
03010303,323.0,보험 심사원 및 사무원
03010401,312.0,자산 운용가
03010402,312.0,자산 운용가
03010402,314.0,증권·외환 딜러
03010403,312.0,자산 운용가
03010403,314.0,증권·외환 딜러
03010404,312.0,자산 운용가
03010405,312.0,자산 운용가
03010501,321.0,은행 사무원
03010501,322.0,증권 사무원
03010501,323.0,보험 심사원 및 사무원
03010502,325.0,수금원 및 신용 추심원
03010503,311.0,투자·신용 분석가
03010503,313.0,보험·금융상품 개발자
03010503,321.0,은행 사무원
03010503,322.0,증권 사무원
03010503,323.0,보험 심사원 및 사무원
03010601,314.0,증권·외환 딜러
03010601,322.0,증권 사무원
03010602,314.0,증권·외환 딜러
03010602,321.0,은행 사무원
03010603,321.0,은행 사무원
03010603,322.0,증권 사무원
03010604,322.0,증권 사무원
03010605,321.0,은행 사무원
03010606,321.0,은행 사무원
03020101,313.0,보험·금융상품 개발자
03020102,313.0,보험·금융상품 개발자
03020103,313.0,보험·금융상품 개발자
03020201,332.0,보험 모집인 및 투자 권유 대행인
03020202,323.0,보험 심사원 및 사무원
03020203,323.0,보험 심사원 및 사무원
03020204,323.0,보험 심사원 및 사무원
03020301,315.0,손해사정사
03020302,315.0,손해사정사
03020303,315.0,손해사정사
04010101,2130.0,유치원 교사
04010102,2122.0,초등학교 교사
04010103,2121.0,중·고등학교 교사
04010104,2123.0,특수교육 교사
04020101,2141.0,문리·어학 강사
04020101,2142.0,컴퓨터 강사
04020101,2143.0,기술·기능계 강사
04020101,2144.0,예능 강사
04020101,2145.0,학습지·교육교구 방문강사
04020201,262.0,인사·교육·훈련 사무원
04020201,2111.0,대학 교수
04020201,2112.0,대학 시간강사
04020201,2151.0,장학관·연구관 및 교육 전문가
04020202,262.0,인사·교육·훈련 사무원
04020202,2111.0,대학 교수
04020202,2112.0,대학 시간강사
04030101,222.0,인사·노무 전문가
04030101,2314.0,직업상담사
04030102,222.0,인사·노무 전문가
04030102,262.0,인사·교육·훈련 사무원
04030103,222.0,인사·노무 전문가
04030103,262.0,인사·교육·훈련 사무원
04030201,2151.0,장학관·연구관 및 교육 전문가
04030202,1333.0,웹 개발자
04030202,2151.0,장학관·연구관 및 교육 전문가
04030202,4155.0,미디어 콘텐츠 디자이너
04030203,262.0,인사·교육·훈련 사무원
05010101,2211.0,판사 및 검사
05010101,2212.0,변호사
05010101,2213.0,법무사 및 집행관
05010101,2220.0,법률 사무원
05010102,2212.0,변호사
05010102,2220.0,법률 사무원
05010103,254.0,국가·지방행정 사무원
05010201,2214.0,변리사
05010201,2220.0,법률 사무원
05010202,2214.0,변리사
05010202,2220.0,법률 사무원
05010203,2214.0,변리사
05010203,2220.0,법률 사무원
05010204,2214.0,변리사
05010204,2220.0,법률 사무원
05020101,1582.0,소방공학 기술자 및 연구원
05020102,1582.0,소방공학 기술자 및 연구원
05020102,7031.0,건설 배관공
05020102,8312.0,내선 전기공
05020103,2402.0,소방관
05020103,3071.0,응급구조사
05020104,1582.0,소방공학 기술자 및 연구원
05020104,1583.0,소방공학 시험원
05020105,1584.0,산업 안전원 및 위험 관리원
05020106,1584.0,산업 안전원 및 위험 관리원
05020107,2402.0,소방관
05020201,1403.0,토목공학 기술자
05020201,1581.0,방재 기술자 및 연구원
05020201,1584.0,산업 안전원 및 위험 관리원
05020202,1584.0,산업 안전원 및 위험 관리원
05020203,1581.0,방재 기술자 및 연구원
05020203,1584.0,산업 안전원 및 위험 관리원
05020203,2402.0,소방관
05020301,1581.0,방재 기술자 및 연구원
05020302,1581.0,방재 기술자 및 연구원
06010101,3067.0,재활공학 기사
06010101,8329.0,기타 전기·전자 기기 설치· 수리원
06010102,3065.0,물리 및 작업 치료사
06010103,3065.0,물리 및 작업 치료사
06010104,3062.0,방사선사
06010105,3061.0,임상병리사
06010106,3069.0,기타 치료·재활사 및 의료기사
06010107,3071.0,응급구조사
06010108,5501.0,요양 보호사 및 간병인
06010109,3067.0,재활공학 기사
06010110,3069.0,기타 치료·재활사 및 의료기사
06010111,3064.0,치과위생사
06010112,3063.0,치과기공사
06010113,3066.0,임상심리사
06010114,3074.0,의무기록사
06010201,263.0,총무 사무원 및 대학 행정조교
06010202,291.0,안내·접수원 및 전화교환원
06010203,3040.0,간호사
06010204,1555.0,보건위생·환경 검사원
06010204,3072.0,위생사
06010205,1555.0,보건위생·환경 검사원
06010205,3072.0,위생사
06010206,3050.0,영양사
06010301,3030.0,약사 및 한약사
06010302,3030.0,약사 및 한약사
06020101,3011.0,전문 의사
06020102,3013.0,한의사
06020103,3014.0,치과 의사
06020201,3040.0,간호사
06020201,3075.0,간호조무사
06020202,3040.0,간호사
06020202,3075.0,간호조무사
06020301,3011.0,전문 의사
06020302,1221.0,생명과학 연구원
06020303,1221.0,생명과학 연구원
06020401,3011.0,전문 의사
06020402,3061.0,임상병리사
06020403,3040.0,간호사
06020403,3061.0,임상병리사
06020403,3075.0,간호조무사
06020404,3069.0,기타 치료·재활사 및 의료기사
07010101,2311.0,사회복지사
07010102,2311.0,사회복지사
07010103,2311.0,사회복지사
07010201,2311.0,사회복지사
07010202,2311.0,사회복지사
07010202,2329.0,기타 사회복지 종사원
07010202,5501.0,요양 보호사 및 간병인
07010203,2311.0,사회복지사
07010204,2311.0,사회복지사
07020101,2314.0,직업상담사
07020102,2314.0,직업상담사
07020103,222.0,인사·노무 전문가
07020103,2314.0,직업상담사
07020201,2313.0,청소년 지도사
07020202,2313.0,청소년 지도사
07020203,2313.0,청소년 지도사
07020203,2314.0,직업상담사
07020301,2312.0,상담 전문가
07030101,2130.0,유치원 교사
07030101,2153.0,교사보조 및 보육보조 서비스 종사원
07030101,2321.0,보육교사
07030102,5502.0,육아 도우미
07030103,2130.0,유치원 교사
07030103,2153.0,교사보조 및 보육보조 서비스 종사원
07030103,2321.0,보육교사
08010101,261.0,기획·마케팅 사무원
08010101,4131.0,학예사 및 문화재 보존원
08010102,210.0,정부·공공행정 전문가
08010102,254.0,국가·지방행정 사무원
08010102,255.0,공공행정 사무원
08010102,261.0,기획·마케팅 사무원
08010102,4131.0,학예사 및 문화재 보존원
08010103,261.0,기획·마케팅 사무원
08010103,4131.0,학예사 및 문화재 보존원
08010104,4132.0,사서 및 기록물 관리사
08010201,4145.0,"지휘자, 작곡가 및 연주가"
08010201,4146.0,가수 및 성악가
08010202,4142.0,사진작가 및 사진사
08010301,4161.0,감독 및 기술감독
08010302,4167.0,조명·영사 기사
08010303,7029.0,기타 건축 마감 기능원
08010303,8312.0,내선 전기공
08010304,4165.0,음향·녹음 기사
08010305,4141.0,화가 및 조각가
08010305,4153.0,실내장식 디자이너
08010305,4161.0,감독 및 기술감독
08010306,4161.0,감독 및 기술감독
08010307,4161.0,감독 및 기술감독
08010308,4153.0,실내장식 디자이너
08010308,7016.0,건축 목공
08010309,4152.0,패션 디자이너
08010310,4166.0,영상·녹화·편집 기사
08010311,4169.0,기타 연극·영화·방송 종사원
08010401,4131.0,학예사 및 문화재 보존원
08010402,1401.0,건축가
08010402,7016.0,건축 목공
08010403,4131.0,학예사 및 문화재 보존원
08020101,4154.0,시각 디자이너
08020102,4151.0,제품 디자이너
08020103,1401.0,건축가
08020103,1404.0,조경 기술자
08020103,4153.0,실내장식 디자이너
08020103,4154.0,시각 디자이너
08020104,4155.0,미디어 콘텐츠 디자이너
08020105,4152.0,패션 디자이너
08020106,4154.0,시각 디자이너
08020107,4153.0,실내장식 디자이너
08020108,4154.0,시각 디자이너
08020109,244.0,행사 기획자
08020110,1591.0,제도사
08020111,4151.0,제품 디자이너
08020112,4155.0,미디어 콘텐츠 디자이너
08030101,4171.0,공연·영화 및 음반 기획자
08030201,4111.0,작가
08030201,4161.0,감독 및 기술감독
08030201,4164.0,촬영 기사
08030201,4166.0,영상·녹화·편집 기사
08030202,4111.0,작가
08030202,4161.0,감독 및 기술감독
08030203,4161.0,감독 및 기술감독
08030203,4165.0,음향·녹음 기사
08030204,241.0,광고·홍보 전문가
08030204,4154.0,시각 디자이너
08030204,4166.0,영상·녹화·편집 기사
08030205,1332.0,응용 소프트웨어 개발자
08030205,4111.0,작가
08030205,4155.0,미디어 콘텐츠 디자이너
08030205,4165.0,음향·녹음 기사
08030206,4111.0,작가
08030206,4143.0,만화가 및 만화영화 작가
08030206,4165.0,음향·녹음 기사
08030207,4111.0,작가
08030207,4143.0,만화가 및 만화영화 작가
08030208,4154.0,시각 디자이너
08030209,1332.0,응용 소프트웨어 개발자
08030209,1333.0,웹 개발자
08030209,4155.0,미디어 콘텐츠 디자이너
08030210,4167.0,조명·영사 기사
08030211,243.0,상품 기획자
08030211,4151.0,제품 디자이너
08030212,244.0,행사 기획자
08030212,4164.0,촬영 기사
08030212,4166.0,영상·녹화·편집 기사
08030301,261.0,기획·마케팅 사무원
08030301,4171.0,공연·영화 및 음반 기획자
08030302,261.0,기획·마케팅 사무원
08030302,4171.0,공연·영화 및 음반 기획자
08030303,261.0,기획·마케팅 사무원
08030303,4171.0,공연·영화 및 음반 기획자
08030304,261.0,기획·마케팅 사무원
08030304,4171.0,공연·영화 및 음반 기획자
08030305,261.0,기획·마케팅 사무원
08030305,4171.0,공연·영화 및 음반 기획자
08030306,261.0,기획·마케팅 사무원
08030306,4171.0,공연·영화 및 음반 기획자
08030307,261.0,기획·마케팅 사무원
08030307,4171.0,공연·영화 및 음반 기획자
08030308,261.0,기획·마케팅 사무원
08030308,4171.0,공연·영화 및 음반 기획자
08030309,261.0,기획·마케팅 사무원
08030309,4171.0,공연·영화 및 음반 기획자
08030401,4161.0,감독 및 기술감독
08030402,4161.0,감독 및 기술감독
08030402,4164.0,촬영 기사
08030402,4166.0,영상·녹화·편집 기사
08030403,4161.0,감독 및 기술감독
08030403,4167.0,조명·영사 기사
08030404,4161.0,감독 및 기술감독
08030404,4165.0,음향·녹음 기사
08030405,4155.0,미디어 콘텐츠 디자이너
08030405,4161.0,감독 및 기술감독
08030406,4161.0,감독 및 기술감독
08030406,4166.0,영상·녹화·편집 기사
08030407,4153.0,실내장식 디자이너
08030407,4161.0,감독 및 기술감독
09010101,282.0,운송 사무원
09010101,6221.0,택시 운전원
09010101,6222.0,버스 운전원
09010102,282.0,운송 사무원
09010102,6223.0,화물차·특수차 운전원
09010103,283.0,자재·구매·물류 사무원
09020101,6214.0,관제사
09020102,282.0,운송 사무원
09020103,6213.0,철도·전동차 기관사
09020104,6213.0,철도·전동차 기관사
09020201,7052.0,철로 설치·보수원
09020202,8111.0,공업기계 설치·정비원
09020203,7029.0,기타 건축 마감 기능원
09020204,8422.0,통신장비 설치·수리원
09030101,6212.0,"선장, 항해사 및 도선사"
09030102,6212.0,"선장, 항해사 및 도선사"
09030103,1360.0,통신·방송송출 장비 기사
09030104,6212.0,"선장, 항해사 및 도선사"
09030105,4209.0,기타 스포츠 및 
nannannannan,,여가서비스 종사원
09030106,6214.0,관제사
09030107,6243.0,선박승무원 및 관련 종사원 (선박객실 승무원 제외)
09030201,283.0,자재·구매·물류 사무원
09040101,6211.0,항공기 조종사
09040102,6211.0,항공기 조종사
09040103,6211.0,항공기 조종사
09040104,6211.0,항공기 조종사
09040105,4164.0,촬영 기사
09040201,6214.0,관제사
09040202,282.0,운송 사무원
09040203,1584.0,산업 안전원 및 위험 관리원
09040204,5413.0,시설·특수 경비원
09040205,282.0,운송 사무원
09040206,282.0,운송 사무원
09040301,1312.0,통신공학 기술자 및 연구원
09040301,1360.0,통신·방송송출 장비 기사
10010101,6121.0,기술 영업원
10010101,6124.0,제품·광고 영업원
10010102,6122.0,해외 영업원
10020101,6110.0,부동산 컨설턴트 및 중개인
10020102,261.0,기획·마케팅 사무원
10020103,6110.0,부동산 컨설턴트 및 중개인
10020201,263.0,총무 사무원 및 대학 행정조교
10020202,263.0,총무 사무원 및 대학 행정조교
10020203,6110.0,부동산 컨설턴트 및 중개인
10020301,6110.0,부동산 컨설턴트 및 중개인
10020302,261.0,기획·마케팅 사무원
10020302,292.0,고객 상담원 및 모니터 요원
10020401,234.0,감정 전문가
10020402,221.0,경영·진단 전문가
10020402,231.0,회계사
10020402,234.0,감정 전문가
10020402,311.0,투자·신용 분석가
10020403,234.0,감정 전문가
10030101,6130.0,텔레마케터
10030102,1333.0,웹 개발자
10030102,1344.0,웹 운영자
10030102,6153.0,온라인 판매원
10030201,6140.0,소규모 상점 경영 및 
nannannannan,,일선 관리 종사원
10030201,6151.0,상점 판매원
10030202,6156.0,방문 판매원
10030301,6125.0,상품 중개인 및 경매사
11010101,5413.0,시설·특수 경비원
11010101,5420.0,경비원(건물 관리원)
11010102,5411.0,경호원
11020101,5611.0,청소원
11020102,5616.0,가사 도우미
12010101,5112.0,미용사
12010102,5113.0,피부 및 체형 관리사
12010103,5114.0,메이크업 아티스트 및 분장사
12010104,5113.0,피부 및 체형 관리사
12010105,5111.0,이용사
12020101,5121.0,결혼상담원 및 웨딩플래너
12020102,5121.0,결혼상담원 및 웨딩플래너
12020103,5122.0,혼례 종사원
12020104,5121.0,결혼상담원 및 웨딩플래너
12020201,5123.0,장례 지도사 및 장례 상담원
12020202,5123.0,장례 지도사 및 장례 상담원
12030101,5211.0,여행상품 개발자
12030102,5212.0,여행 사무원
12030103,5213.0,여행 안내원 및 해설사
12030104,5213.0,여행 안내원 및 해설사
12030105,5221.0,항공기 객실승무원
12030201,243.0,상품 기획자
12030201,261.0,기획·마케팅 사무원
12030202,5230.0,숙박시설 서비스원
12030202,5611.0,청소원
12030203,5230.0,숙박시설 서비스원
12030203,5322.0,홀서빙원
12030204,244.0,행사 기획자
12030205,5230.0,숙박시설 서비스원
12030301,244.0,행사 기획자
12030302,244.0,행사 기획자
12030303,244.0,행사 기획자
12030401,261.0,기획·마케팅 사무원
12030402,261.0,기획·마케팅 사무원
12030402,4209.0,기타 스포츠 및 여가서비스 종사원
12030403,261.0,기획·마케팅 사무원
12030403,5230.0,숙박시설 서비스원
12030404,5230.0,숙박시설 서비스원
12030405,141.0,미용·여행·숙박·스포츠 관리자
12030405,261.0,기획·마케팅 사무원
12040101,243.0,상품 기획자
12040201,261.0,기획·마케팅 사무원
12040202,261.0,기획·마케팅 사무원
12040301,4201.0,스포츠 감독 및 코치
12040302,4204.0,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12040303,4204.0,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12040304,4203.0,경기 심판 및 경기 기록원
12040305,4203.0,경기 심판 및 경기 기록원
12040306,4209.0,기타 스포츠 및 여가서비스 종사원
12040307,261.0,기획·마케팅 사무원
12040307,1333.0,웹 개발자
12040307,4204.0,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12040308,1221.0,생명과학 연구원
12040308,4204.0,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12040309,4209.0,기타 스포츠 및 여가서비스 종사원
12040401,244.0,행사 기획자
12040402,261.0,기획·마케팅 사무원
12040403,4172.0,연예인매니저 및 스포츠매니저
12040404,4203.0,경기 심판 및 경기 기록원
12040501,4204.0,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
13010100,5311.0,주방장 및 요리 연구가
13010100,5312.0,한식 조리사
13010100,5313.0,중식 조리사
13010100,5314.0,양식 조리사
13010100,5315.0,일식 조리사
13010101,5312.0,한식 조리사
13010102,5314.0,양식 조리사
13010103,5313.0,중식 조리사
13010104,5315.0,일식 조리사
13010105,5315.0,일식 조리사
13010201,5322.0,홀서빙원
13010202,5322.0,홀서빙원
13010203,5317.0,음료조리사
13010204,5316.0,바텐더
13010205,5329.0,기타 음식 서비스 종사원
13010301,261.0,기획·마케팅 사무원
14010101,1401.0,건축가
14010101,1402.0,건축공학 기술자
14010101,1403.0,토목공학 기술자
14010201,1402.0,건축공학 기술자
14010201,1403.0,토목공학 기술자
14010202,1402.0,건축공학 기술자
14010202,1403.0,토목공학 기술자
14010203,1402.0,건축공학 기술자
14010203,1403.0,토목공학 기술자
14010204,1402.0,건축공학 기술자
14010204,1403.0,토목공학 기술자
14010301,1402.0,건축공학 기술자
14010301,1403.0,토목공학 기술자
14020101,1403.0,토목공학 기술자
14020102,1403.0,토목공학 기술자
14020103,1403.0,토목공학 기술자
14020104,1403.0,토목공학 기술자
14020105,1403.0,토목공학 기술자
14020106,1403.0,토목공학 기술자
14020107,1403.0,토목공학 기술자
14020108,1403.0,토목공학 기술자
14020109,1403.0,토목공학 기술자
14020110,1403.0,토목공학 기술자
14020111,1403.0,토목공학 기술자
14020112,1403.0,토목공학 기술자
14020201,7040.0,건설·채굴 기계 운전원
14020201,7059.0,기타 채굴·토목 종사원
14020202,7040.0,건설·채굴 기계 운전원
14020202,7059.0,기타 채굴·토목 종사원
14020203,7040.0,건설·채굴 기계 운전원
14020203,7059.0,기타 채굴·토목 종사원
14020204,7059.0,기타 채굴·토목 종사원
14020205,7059.0,기타 채굴·토목 종사원
14020206,7040.0,건설·채굴 기계 운전원
14020206,7052.0,철로 설치·보수원
14020207,7040.0,건설·채굴 기계 운전원
14020208,7040.0,건설·채굴 기계 운전원
14020209,7011.0,강구조물 가공원 및 건립원
14020210,7040.0,건설·채굴 기계 운전원
14020211,7015.0,건축 석공
14020301,1406.0,측량·지리정보 전문가
14020302,1406.0,측량·지리정보 전문가
14020303,1406.0,측량·지리정보 전문가
14020304,1406.0,측량·지리정보 전문가
14030101,1401.0,건축가
14030102,1402.0,건축공학 기술자
14030103,1401.0,건축가
14030103,1402.0,건축공학 기술자
14030104,1401.0,건축가
14030201,7016.0,건축 목공
14030202,7017.0,조적공 및 석재부설원
14030202,7021.0,미장공
14030203,7022.0,방수공
14030204,7024.0,바닥재 시공원
14030205,7026.0,건축 도장공
14030206,7013.0,철근공
14030206,7014.0,콘크리트공
14030207,7016.0,건축 목공
14030207,7025.0,도배공 및 유리 부착원
14030207,7027.0,새시 조립·설치원
14030208,7029.0,기타 건축 마감 기능원
14030209,7024.0,바닥재 시공원
14030209,7025.0,도배공 및 유리 부착원
14030210,7023.0,단열공
14030211,7016.0,건축 목공
14030211,7029.0,기타 건축 마감 기능원
14030212,7029.0,기타 건축 마감 기능원
14030213,7011.0,강구조물 가공원 및 건립원
14030214,7012.0,경량철골공
14030215,7016.0,건축 목공
14030216,7016.0,건축 목공
14030217,7015.0,건축 석공
14030217,7017.0,조적공 및 석재부설원
14030301,1402.0,건축공학 기술자
14030302,1402.0,건축공학 기술자
14030303,1402.0,건축공학 기술자
14030304,1402.0,건축공학 기술자
14030305,7031.0,건설 배관공
14040101,1511.0,기계공학 기술자 및 연구원
14040101,1531.0,전기공학 기술자 및 연구원
14040102,1511.0,기계공학 기술자 및 연구원
14040102,1541.0,화학공학 기술자 및 연구원
14040103,1511.0,기계공학 기술자 및 연구원
14040103,1531.0,전기공학 기술자 및 연구원
14040104,1511.0,기계공학 기술자 및 연구원
14040105,1511.0,기계공학 기술자 및 연구원
14040105,1553.0,환경공학 기술자 및 연구원
14040106,1511.0,기계공학 기술자 및 연구원
14040106,1531.0,전기공학 기술자 및 연구원
14040106,1541.0,화학공학 기술자 및 연구원
14040107,1511.0,기계공학 기술자 및 연구원
14040107,1531.0,전기공학 기술자 및 연구원
14040107,1541.0,화학공학 기술자 및 연구원
14040201,7032.0,공업 배관공
14040201,8111.0,공업기계 설치·정비원
14040202,1531.0,전기공학 기술자 및 연구원
14040202,8311.0,산업 전기공
14040203,1531.0,전기공학 기술자 및 연구원
14040203,8311.0,산업 전기공
14040203,8312.0,내선 전기공
14040301,1401.0,건축가
14040301,1402.0,건축공학 기술자
14040301,1403.0,토목공학 기술자
14050101,1404.0,조경 기술자
14050102,1404.0,조경 기술자
14050102,9015.0,조경원
14050103,9015.0,조경원
14050104,1404.0,조경 기술자
14060101,1405.0,도시·교통 전문가
14060102,1405.0,도시·교통 전문가
14060103,1405.0,도시·교통 전문가
14060104,1405.0,도시·교통 전문가
14060105,1405.0,도시·교통 전문가
14060106,1405.0,도시·교통 전문가
14060201,1405.0,도시·교통 전문가
14060202,1405.0,도시·교통 전문가
14060203,1405.0,도시·교통 전문가
14060301,2311.0,사회복지사
14060401,1405.0,도시·교통 전문가
14060402,1312.0,통신공학 기술자 및 연구원
14060402,1332.0,응용 소프트웨어 개발자
14060402,1342.0,네트워크 시스템 개발자
