ncsClCd,KECO,name
19011103,1531.0,전기공학 기술자 및 연구원
19011201,1531.0,전기공학 기술자 및 연구원
19011202,1531.0,전기공학 기술자 및 연구원
19011301,1531.0,전기공학 기술자 및 연구원
19011301,8311.0,산업 전기공
19011401,284.0,생산·품질 사무원
19011401,1541.0,화학공학 기술자 및 연구원
19011401,8351.0,전기 부품·제품 생산기계 조작원
19020101,243.0,상품 기획자
19020101,1532.0,전자공학 기술자 및 연구원
19020102,8352.0,전자 부품·제품 생산기계 조작원
19020102,8360.0,전기·전자 부품·제품 조립원
19020201,243.0,상품 기획자
19020201,1532.0,전자공학 기술자 및 연구원
19020202,8352.0,전자 부품·제품 생산기계 조작원
19020202,8360.0,전기·전자 부품·제품 조립원
19020301,8321.0,사무용 전자기기 설치·수리원
19020301,8322.0,가전제품 설치·수리원
19020301,8411.0,컴퓨터 설치·수리원
19020301,8412.0,이동전화기 수리원
19020302,6121.0,기술 영업원
19030101,1331.0,시스템 소프트웨어 개발자
19030102,1332.0,응용 소프트웨어 개발자
19030103,1532.0,전자공학 기술자 및 연구원
19030104,1511.0,기계공학 기술자 및 연구원
19030201,1311.0,컴퓨터 하드웨어 기술자 및 연구원
19030201,1532.0,전자공학 기술자 및 연구원
19030202,1511.0,기계공학 기술자 및 연구원
19030203,1331.0,시스템 소프트웨어 개발자
19030203,1532.0,전자공학 기술자 및 연구원
19030301,1311.0,컴퓨터 하드웨어 기술자 및 연구원
19030301,1312.0,통신공학 기술자 및 연구원
19030302,1511.0,기계공학 기술자 및 연구원
19030303,1312.0,통신공학 기술자 및 연구원
19030303,1331.0,시스템 소프트웨어 개발자
19030401,1311.0,컴퓨터 하드웨어 기술자 및 연구원
19030401,1532.0,전자공학 기술자 및 연구원
19030402,1511.0,기계공학 기술자 및 연구원
19030403,1331.0,시스템 소프트웨어 개발자
19030403,1532.0,전자공학 기술자 및 연구원
19030501,1532.0,전자공학 기술자 및 연구원
19030502,1511.0,기계공학 기술자 및 연구원
19030503,1331.0,시스템 소프트웨어 개발자
19030503,1532.0,전자공학 기술자 및 연구원
19030601,1532.0,전자공학 기술자 및 연구원
19030602,8352.0,전자 부품·제품 생산기계 조작원
19030603,1511.0,기계공학 기술자 및 연구원
19030603,1532.0,전자공학 기술자 및 연구원
19030604,1532.0,전자공학 기술자 및 연구원
19030701,1532.0,전자공학 기술자 및 연구원
19030702,284.0,생산·품질 사무원
19030702,1532.0,전자공학 기술자 및 연구원
19030702,8352.0,전자 부품·제품 생산기계 조작원
19030703,1532.0,전자공학 기술자 및 연구원
19030801,1512.0,로봇공학 기술자 및 연구원
19030801,1532.0,전자공학 기술자 및 연구원
19030802,1512.0,로봇공학 기술자 및 연구원
19030803,1331.0,시스템 소프트웨어 개발자
19030803,1512.0,로봇공학 기술자 및 연구원
19030804,1331.0,시스템 소프트웨어 개발자
19030804,1512.0,로봇공학 기술자 및 연구원
19030804,1513.0,기계·로봇공학 시험원
19030805,1513.0,기계·로봇공학 시험원
19030805,8111.0,공업기계 설치·정비원
19030805,8150.0,자동조립라인·산업용로봇 조작원
19030806,1512.0,로봇공학 기술자 및 연구원
19030806,1513.0,기계·로봇공학 시험원
19030806,1584.0,산업 안전원 및 위험 관리원
19030901,284.0,생산·품질 사무원
19030902,284.0,생산·품질 사무원
19030903,8352.0,전자 부품·제품 생산기계 조작원
19030903,8360.0,전기·전자 부품·제품 조립원
19030904,1532.0,전자공학 기술자 및 연구원
19031001,1312.0,통신공학 기술자 및 연구원
19031001,1532.0,전자공학 기술자 및 연구원
19031002,1532.0,전자공학 기술자 및 연구원
19031003,1511.0,기계공학 기술자 및 연구원
19031003,1531.0,전기공학 기술자 및 연구원
19031003,1532.0,전자공학 기술자 및 연구원
19031004,1532.0,전자공학 기술자 및 연구원
19031005,1331.0,시스템 소프트웨어 개발자
19031005,1332.0,응용 소프트웨어 개발자
19031006,1532.0,전자공학 기술자 및 연구원
19031007,1531.0,전기공학 기술자 및 연구원
19031007,1532.0,전자공학 기술자 및 연구원
19031008,1312.0,통신공학 기술자 및 연구원
19031008,1532.0,전자공학 기술자 및 연구원
19031101,1511.0,기계공학 기술자 및 연구원
19031101,1532.0,전자공학 기술자 및 연구원
19031102,8131.0,금형원
19031102,8132.0,금속 공작기계 조작원
19031103,1521.0,금속·재료공학 기술자 및 연구원
19031103,1532.0,전자공학 기술자 및 연구원
19031201,1320.0,컴퓨터시스템 전문가
19031201,1331.0,시스템 소프트웨어 개발자
19031201,1332.0,응용 소프트웨어 개발자
19031202,1332.0,응용 소프트웨어 개발자
19031202,1511.0,기계공학 기술자 및 연구원
19031202,1532.0,전자공학 기술자 및 연구원
19031203,1332.0,응용 소프트웨어 개발자
19031203,1333.0,웹 개발자
19031203,4111.0,작가
19031204,1311.0,컴퓨터 하드웨어 기술자 및 연구원
19031204,1511.0,기계공학 기술자 및 연구원
19031204,1532.0,전자공학 기술자 및 연구원
19031301,243.0,상품 기획자
19031301,1331.0,시스템 소프트웨어 개발자
19031301,1332.0,응용 소프트웨어 개발자
19031301,1532.0,전자공학 기술자 및 연구원
19031302,261.0,기획·마케팅 사무원
19031303,1331.0,시스템 소프트웨어 개발자
19031303,1332.0,응용 소프트웨어 개발자
19031303,1532.0,전자공학 기술자 및 연구원
19031303,4151.0,제품 디자이너
19031401,1532.0,전자공학 기술자 및 연구원
19031402,284.0,생산·품질 사무원
19031402,8360.0,전기·전자 부품·제품 조립원
19031403,1521.0,금속·재료공학 기술자 및 연구원
19031403,1532.0,전자공학 기술자 및 연구원
19031501,1221.0,생명과학 연구원
19031501,1532.0,전자공학 기술자 및 연구원
19031502,1223.0,농림어업 시험원
19031502,8111.0,공업기계 설치·정비원
19031601,1531.0,전기공학 기술자 및 연구원
19031601,1532.0,전자공학 기술자 및 연구원
19031701,1312.0,통신공학 기술자 및 연구원
19031701,1331.0,시스템 소프트웨어 개발자
19031701,1332.0,응용 소프트웨어 개발자
19031702,1320.0,컴퓨터시스템 전문가
19031702,1332.0,응용 소프트웨어 개발자
19031702,1343.0,정보시스템 운영자
19031801,1312.0,통신공학 기술자 및 연구원
19031801,1532.0,전자공학 기술자 및 연구원
19031802,1331.0,시스템 소프트웨어 개발자
19031802,1332.0,응용 소프트웨어 개발자
19031901,1320.0,컴퓨터시스템 전문가
19031901,1331.0,시스템 소프트웨어 개발자
19031901,1332.0,응용 소프트웨어 개발자
20010101,221.0,경영·진단 전문가
20010101,1320.0,컴퓨터시스템 전문가
20010102,1320.0,컴퓨터시스템 전문가
20010103,1320.0,컴퓨터시스템 전문가
20010104,243.0,상품 기획자
20010104,1320.0,컴퓨터시스템 전문가
20010104,1331.0,시스템 소프트웨어 개발자
20010104,1332.0,응용 소프트웨어 개발자
20010105,1341.0,데이터 전문가
20010106,1320.0,컴퓨터시스템 전문가
20010107,1341.0,데이터 전문가
20010108,1320.0,컴퓨터시스템 전문가
20010108,1350.0,정보보안 전문가
20010201,1320.0,컴퓨터시스템 전문가
20010201,1331.0,시스템 소프트웨어 개발자
20010201,1332.0,응용 소프트웨어 개발자
20010202,1332.0,응용 소프트웨어 개발자
20010202,1333.0,웹 개발자
20010203,1331.0,시스템 소프트웨어 개발자
20010204,1341.0,데이터 전문가
20010205,1342.0,네트워크 시스템 개발자
20010206,1350.0,정보보안 전문가
20010207,1331.0,시스템 소프트웨어 개발자
20010207,1333.0,웹 개발자
20010208,1331.0,시스템 소프트웨어 개발자
20010209,1331.0,시스템 소프트웨어 개발자
20010209,1332.0,응용 소프트웨어 개발자
20010210,1331.0,시스템 소프트웨어 개발자
20010210,1332.0,응용 소프트웨어 개발자
20010211,1341.0,데이터 전문가
20010212,1312.0,통신공학 기술자 및 연구원
20010212,1331.0,시스템 소프트웨어 개발자
20010212,1342.0,네트워크 시스템 개발자
20010213,1320.0,컴퓨터시스템 전문가
20010213,1331.0,시스템 소프트웨어 개발자
20010213,1342.0,네트워크 시스템 개발자
20010214,1320.0,컴퓨터시스템 전문가
20010214,1331.0,시스템 소프트웨어 개발자
20010215,1320.0,컴퓨터시스템 전문가
20010215,1342.0,네트워크 시스템 개발자
20010216,1331.0,시스템 소프트웨어 개발자
20010216,1333.0,웹 개발자
20010216,1342.0,네트워크 시스템 개발자
20010301,1343.0,정보시스템 운영자
20010302,262.0,인사·교육·훈련 사무원
20010303,1343.0,정보시스템 운영자
20010304,1341.0,데이터 전문가
20010304,1343.0,정보시스템 운영자
20010305,1343.0,정보시스템 운영자
20010401,1320.0,컴퓨터시스템 전문가
20010402,1320.0,컴퓨터시스템 전문가
20010403,1320.0,컴퓨터시스템 전문가
20010404,1320.0,컴퓨터시스템 전문가
20010501,6121.0,기술 영업원
20010502,241.0,광고·홍보 전문가
20010502,261.0,기획·마케팅 사무원
20010601,1350.0,정보보안 전문가
20010602,1350.0,정보보안 전문가
20010603,1350.0,정보보안 전문가
20010604,1350.0,정보보안 전문가
20010605,1332.0,응용 소프트웨어 개발자
20010606,1320.0,컴퓨터시스템 전문가
20010606,1350.0,정보보안 전문가
20010607,1350.0,정보보안 전문가
20010608,1349.0,기타 데이터 및 네트워크 전문가
20010609,1350.0,정보보안 전문가
20010610,1350.0,정보보안 전문가
20010701,1320.0,컴퓨터시스템 전문가
20010701,1331.0,시스템 소프트웨어 개발자
20010701,1341.0,데이터 전문가
20010702,1320.0,컴퓨터시스템 전문가
20010703,1332.0,응용 소프트웨어 개발자
20010703,1341.0,데이터 전문가
20010703,1512.0,로봇공학 기술자 및 연구원
20010704,1343.0,정보시스템 운영자
20010705,1332.0,응용 소프트웨어 개발자
20010705,1341.0,데이터 전문가
20010706,1332.0,응용 소프트웨어 개발자
20010706,1341.0,데이터 전문가
20010801,1320.0,컴퓨터시스템 전문가
20010801,1341.0,데이터 전문가
20010801,1350.0,정보보안 전문가
20010802,1320.0,컴퓨터시스템 전문가
20010802,1332.0,응용 소프트웨어 개발자
20010802,1350.0,정보보안 전문가
20010803,1320.0,컴퓨터시스템 전문가
20010803,1350.0,정보보안 전문가
20010901,1320.0,컴퓨터시스템 전문가
20010902,1331.0,시스템 소프트웨어 개발자
20010902,1332.0,응용 소프트웨어 개발자
20010903,283.0,자재·구매·물류 사무원
20010903,1343.0,정보시스템 운영자
20011001,1320.0,컴퓨터시스템 전문가
20011002,1320.0,컴퓨터시스템 전문가
20011002,1331.0,시스템 소프트웨어 개발자
20011003,1320.0,컴퓨터시스템 전문가
20011003,1332.0,응용 소프트웨어 개발자
20011003,1333.0,웹 개발자
20020101,1312.0,통신공학 기술자 및 연구원
20020102,1312.0,통신공학 기술자 및 연구원
20020102,8423.0,방송·통신·인터넷 케이블 설치·수리원
20020103,1312.0,통신공학 기술자 및 연구원
20020103,1342.0,네트워크 시스템 개발자
20020104,1360.0,통신·방송송출 장비 기사
20020105,1331.0,시스템 소프트웨어 개발자
20020105,1332.0,응용 소프트웨어 개발자
20020106,8422.0,통신장비 설치·수리원
20020107,8422.0,통신장비 설치·수리원
20020108,8422.0,통신장비 설치·수리원
20020109,8422.0,통신장비 설치·수리원
20020110,1320.0,컴퓨터시스템 전문가
20020110,1331.0,시스템 소프트웨어 개발자
20020110,1342.0,네트워크 시스템 개발자
20020110,1350.0,정보보안 전문가
20020201,1312.0,통신공학 기술자 및 연구원
20020201,8423.0,방송·통신·인터넷 케이블 설치·수리원
20020202,1312.0,통신공학 기술자 및 연구원
20020203,1312.0,통신공학 기술자 및 연구원
20020204,1312.0,통신공학 기술자 및 연구원
20020205,1312.0,통신공학 기술자 및 연구원
20020205,1360.0,통신·방송송출 장비 기사
20020206,1312.0,통신공학 기술자 및 연구원
20020301,1360.0,통신·방송송출 장비 기사
20020301,6152.0,통신 기기·서비스 판매원
20020302,1360.0,통신·방송송출 장비 기사
20020302,6152.0,통신 기기·서비스 판매원
20020303,1360.0,통신·방송송출 장비 기사
20020303,6152.0,통신 기기·서비스 판매원
20020304,1360.0,통신·방송송출 장비 기사
20020304,6152.0,통신 기기·서비스 판매원
20020305,1360.0,통신·방송송출 장비 기사
20020305,6152.0,통신 기기·서비스 판매원
20020306,1360.0,통신·방송송출 장비 기사
20020306,6152.0,통신 기기·서비스 판매원
20020307,1360.0,통신·방송송출 장비 기사
20020307,6152.0,통신 기기·서비스 판매원
20020308,1360.0,통신·방송송출 장비 기사
20020308,6152.0,통신 기기·서비스 판매원
20020309,1360.0,통신·방송송출 장비 기사
20020309,6152.0,통신 기기·서비스 판매원
20020310,1360.0,통신·방송송출 장비 기사
20020310,6152.0,통신 기기·서비스 판매원
20020311,1360.0,통신·방송송출 장비 기사
20020311,6152.0,통신 기기·서비스 판매원
20020312,1360.0,통신·방송송출 장비 기사
20020312,6152.0,통신 기기·서비스 판매원
20020313,1360.0,통신·방송송출 장비 기사
20020313,6152.0,통신 기기·서비스 판매원
20020314,1360.0,통신·방송송출 장비 기사
20020314,6152.0,통신 기기·서비스 판매원
20020315,1360.0,통신·방송송출 장비 기사
20020315,6152.0,통신 기기·서비스 판매원
20020316,1360.0,통신·방송송출 장비 기사
20020316,6152.0,통신 기기·서비스 판매원
20020317,1360.0,통신·방송송출 장비 기사
20020317,6152.0,통신 기기·서비스 판매원
20020318,1333.0,웹 개발자
20020318,6152.0,통신 기기·서비스 판매원
20020319,1360.0,통신·방송송출 장비 기사
20020319,6152.0,통신 기기·서비스 판매원
20020401,1332.0,응용 소프트웨어 개발자
20020401,1333.0,웹 개발자
20020401,4155.0,미디어 콘텐츠 디자이너
20020402,4164.0,촬영 기사
20020403,1332.0,응용 소프트웨어 개발자
20020403,4155.0,미디어 콘텐츠 디자이너
20030101,1360.0,통신·방송송출 장비 기사
20030102,1312.0,통신공학 기술자 및 연구원
20030201,1360.0,통신·방송송출 장비 기사
20030202,1360.0,통신·방송송출 장비 기사
20030203,1360.0,통신·방송송출 장비 기사
20030204,1360.0,통신·방송송출 장비 기사
20030205,1360.0,통신·방송송출 장비 기사
20030301,1312.0,통신공학 기술자 및 연구원
20030301,1360.0,통신·방송송출 장비 기사
20030302,1360.0,통신·방송송출 장비 기사
20030303,1343.0,정보시스템 운영자
20030304,1360.0,통신·방송송출 장비 기사
20030305,8421.0,방송장비 설치·수리원
20030306,4155.0,미디어 콘텐츠 디자이너
20030306,4161.0,감독 및 기술감독
20030306,4166.0,영상·녹화·편집 기사
21010101,8731.0,육류·어패류·낙농품 가공기계 조작원
21010102,8733.0,곡물 가공제품 기계 조작원
21010103,8721.0,정육원 및 도축원
21010103,8731.0,육류·어패류·낙농품 가공기계 조작원
21010104,8731.0,육류·어패류·낙농품 가공기계 조작원
21010105,8739.0,기타 식품 가공 기계 조작원
21010106,8722.0,김치·밑반찬 제조 종사원
21010107,8733.0,곡물 가공제품 기계 조작원
21010108,8733.0,곡물 가공제품 기계 조작원
21010109,8735.0,음료 제조기계 조작원
21010110,1571.0,식품공학 기술자 및 연구원
21010111,284.0,생산·품질 사무원
21010111,1571.0,식품공학 기술자 및 연구원
21010111,1572.0,식품공학 시험원
21010201,283.0,자재·구매·물류 사무원
21010201,8723.0,식품·담배 등급원
21010202,283.0,자재·구매·물류 사무원
21010202,8723.0,식품·담배 등급원
21010203,283.0,자재·구매·물류 사무원
21010203,8721.0,정육원 및 도축원
21010203,8723.0,식품·담배 등급원
21010301,283.0,자재·구매·물류 사무원
21010302,283.0,자재·구매·물류 사무원
21010303,283.0,자재·구매·물류 사무원
21020101,8711.0,제과·제빵원
21020102,8711.0,제과·제빵원
21020103,8712.0,떡 제조원
21020104,8712.0,떡 제조원
22010101,4113.0,출판물 전문가
22010102,4154.0,시각 디자이너
22010103,4113.0,출판물 전문가
22010104,6124.0,제품·광고 영업원
nannannan공정관리,,
22010201,8811.0,인쇄기계 조작원
22010202,8811.0,인쇄기계 조작원
22010203,8811.0,인쇄기계 조작원
22010204,8811.0,인쇄기계 조작원
22010205,4154.0,시각 디자이너
22010205,8852.0,간판 제작·설치원
22020101,8841.0,공예원
22020102,8841.0,공예원
22020103,8841.0,공예원
22020104,8833.0,목제품 제조원
22020104,8841.0,공예원
22020105,8841.0,공예원
22020106,8831.0,가구 제조·수리원
22020106,8832.0,가구 조립원
22020106,8833.0,목제품 제조원
22020107,8841.0,공예원
22020108,8841.0,공예원
22020201,8842.0,귀금속·보석 세공원
22020202,234.0,감정 전문가
22020203,8842.0,귀금속·보석 세공원
22020204,234.0,감정 전문가
22020205,4151.0,제품 디자이너
22020206,243.0,상품 기획자
22020206,261.0,기획·마케팅 사무원
23010101,1553.0,환경공학 기술자 및 연구원
23010101,1554.0,환경공학 시험원
23010102,8531.0,상·하수도 처리장치 조작원
23010103,1553.0,환경공학 기술자 및 연구원
23010104,8531.0,상·하수도 처리장치 조작원
23010105,1553.0,환경공학 기술자 및 연구원
23010105,8531.0,상·하수도 처리장치 조작원
23010106,1553.0,환경공학 기술자 및 연구원
23010106,8531.0,상·하수도 처리장치 조작원
23010201,1553.0,환경공학 기술자 및 연구원
23010202,1211.0,자연과학 연구원
23010202,1553.0,환경공학 기술자 및 연구원
23010203,1211.0,자연과학 연구원
23010204,1211.0,자연과학 연구원
23010204,1553.0,환경공학 기술자 및 연구원
23010301,1511.0,기계공학 기술자 및 연구원
23010301,1553.0,환경공학 기술자 및 연구원
23010301,8111.0,공업기계 설치·정비원
23010302,1553.0,환경공학 기술자 및 연구원
23010302,1554.0,환경공학 시험원
23010401,1553.0,환경공학 기술자 및 연구원
23010401,1554.0,환경공학 시험원
23010402,1553.0,환경공학 기술자 및 연구원
23010402,1554.0,환경공학 시험원
23010501,1553.0,환경공학 기술자 및 연구원
23010501,1554.0,환경공학 시험원
23010502,1553.0,환경공학 기술자 및 연구원
23010502,1554.0,환경공학 시험원
23020101,1555.0,보건위생·환경 검사원
23020102,1554.0,환경공학 시험원
23020102,1555.0,보건위생·환경 검사원
23020103,1555.0,보건위생·환경 검사원
23030101,1221.0,생명과학 연구원
23030101,1404.0,조경 기술자
23030101,1553.0,환경공학 기술자 및 연구원
23030102,1221.0,생명과학 연구원
23030102,1404.0,조경 기술자
23030102,1553.0,환경공학 기술자 및 연구원
23040101,1553.0,환경공학 기술자 및 연구원
23040102,1553.0,환경공학 기술자 및 연구원
23040102,8531.0,상·하수도 처리장치 조작원
23040102,8532.0,재활용 처리장치·소각로 조작원
23040103,1553.0,환경공학 기술자 및 연구원
23040103,1554.0,환경공학 시험원
23040103,1555.0,보건위생·환경 검사원
23040201,1553.0,환경공학 기술자 및 연구원
23040201,1554.0,환경공학 시험원
23040202,1553.0,환경공학 기술자 및 연구원
23040202,1554.0,환경공학 시험원
23040202,1555.0,보건위생·환경 검사원
23050101,1211.0,자연과학 연구원
23050101,1551.0,가스·에너지공학 기술자 및 연구원
23050102,1211.0,자연과학 연구원
23050102,1551.0,가스·에너지공학 기술자 및 연구원
23050103,1551.0,가스·에너지공학 기술자 및 연구원
23050104,1551.0,가스·에너지공학 기술자 및 연구원
23050104,7040.0,건설·채굴 기계 운전원
23050201,1551.0,가스·에너지공학 기술자 및 연구원
23050202,1541.0,화학공학 기술자 및 연구원
23050202,1551.0,가스·에너지공학 기술자 및 연구원
23050203,8211.0,금속가공 제어장치 조작원
23050301,1403.0,토목공학 기술자
23050301,1553.0,환경공학 기술자 및 연구원
23050302,1403.0,토목공학 기술자
23050302,1553.0,환경공학 기술자 및 연구원
23050401,1403.0,토목공학 기술자
23050401,1584.0,산업 안전원 및 위험 관리원
23050402,7059.0,기타 채굴·토목 종사원
23050501,1403.0,토목공학 기술자
23050501,1531.0,전기공학 기술자 및 연구원
23050501,1551.0,가스·에너지공학 기술자 및 연구원
23050502,1531.0,전기공학 기술자 및 연구원
23050502,1551.0,가스·에너지공학 기술자 및 연구원
23050504,1511.0,기계공학 기술자 및 연구원
23050504,1531.0,전기공학 기술자 및 연구원
23050504,1551.0,가스·에너지공학 기술자 및 연구원
23050505,1403.0,토목공학 기술자
23050505,1531.0,전기공학 기술자 및 연구원
23050505,1551.0,가스·에너지공학 기술자 및 연구원
23050506,1403.0,토목공학 기술자
23050506,1531.0,전기공학 기술자 및 연구원
23050506,1551.0,가스·에너지공학 기술자 및 연구원
23050507,1511.0,기계공학 기술자 및 연구원
23050507,1531.0,전기공학 기술자 및 연구원
23050507,1551.0,가스·에너지공학 기술자 및 연구원
23050508,1511.0,기계공학 기술자 및 연구원
23050508,1531.0,전기공학 기술자 및 연구원
23050508,1551.0,가스·에너지공학 기술자 및 연구원
23050601,1551.0,가스·에너지공학 기술자 및 연구원
23050602,1552.0,가스·에너지공학 시험원
23050602,8340.0,전기·전자 설비 조작원
23050701,1531.0,전기공학 기술자 및 연구원
23050701,8330.0,발전·배전 장치 조작원
23050702,1531.0,전기공학 기술자 및 연구원
23050702,1541.0,화학공학 기술자 및 연구원
23050702,1551.0,가스·에너지공학 기술자 및 연구원
23050703,8512.0,화학물 가공장치 조작원
23060100,1584.0,산업 안전원 및 위험 관리원
23060101,1584.0,산업 안전원 및 위험 관리원
23060102,1584.0,산업 안전원 및 위험 관리원
23060103,1584.0,산업 안전원 및 위험 관리원
23060104,1584.0,산업 안전원 및 위험 관리원
23060105,1584.0,산업 안전원 및 위험 관리원
23060106,1584.0,산업 안전원 및 위험 관리원
23060107,1584.0,산업 안전원 및 위험 관리원
23060201,1555.0,보건위생·환경 검사원
23060202,1555.0,보건위생·환경 검사원
23060301,1585.0,비파괴 검사원
23060302,1585.0,비파괴 검사원
23060303,1585.0,비파괴 검사원
23060304,1585.0,비파괴 검사원
23060305,1585.0,비파괴 검사원
23060306,1585.0,비파괴 검사원
23060307,1585.0,비파괴 검사원
23060308,1585.0,비파괴 검사원
24010101,9011.0,곡식작물 재배원
24010102,9011.0,곡식작물 재배원
24010102,9012.0,채소·특용 작물 재배원
24010103,9012.0,채소·특용 작물 재배원
24010104,9013.0,과수작물 재배원
24010105,9014.0,원예작물 재배원
24010106,9012.0,채소·특용 작물 재배원
24010107,9012.0,채소·특용 작물 재배원
24010108,9014.0,원예작물 재배원
24010109,9011.0,곡식작물 재배원
24010109,9012.0,채소·특용 작물 재배원
24010109,9013.0,과수작물 재배원
24010109,9014.0,원예작물 재배원
24010201,1221.0,생명과학 연구원
24010201,1223.0,농림어업 시험원
24010202,1221.0,생명과학 연구원
24010202,1223.0,농림어업 시험원
24010203,1223.0,농림어업 시험원
24010203,9012.0,채소·특용 작물 재배원
24010203,9014.0,원예작물 재배원
24010204,261.0,기획·마케팅 사무원
24010301,261.0,기획·마케팅 사무원
24010301,5211.0,여행상품 개발자
24010302,263.0,총무 사무원 및 대학 행정조교
24010303,1221.0,생명과학 연구원
24010303,1223.0,농림어업 시험원
24010304,284.0,생산·품질 사무원
24010401,8841.0,공예원
24010402,4153.0,실내장식 디자이너
24010402,8841.0,공예원
24020101,284.0,생산·품질 사무원
24020102,1223.0,농림어업 시험원
24020103,284.0,생산·품질 사무원
24020103,1541.0,화학공학 기술자 및 연구원
24020104,3020.0,수의사
24020105,3079.0,기타 보건·의료 종사원
24020105,5115.0,반려동물 미용 및 관리 종사원
24020106,5115.0,반려동물 미용 및 관리 종사원
24020107,4204.0,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
24020108,5115.0,반려동물 미용 및 관리 종사원
24020201,9021.0,낙농 종사원
24020202,9022.0,가축 사육 종사원
24020203,9022.0,가축 사육 종사원
24020204,9022.0,가축 사육 종사원
24020205,9022.0,가축 사육 종사원
24020206,9029.0,기타 사육 종사원
24030101,1223.0,농림어업 시험원
24030101,9031.0,조림·산림경영인 및 벌목원
24030102,1223.0,농림어업 시험원
24030102,9031.0,조림·산림경영인 및 벌목원
24030201,1223.0,농림어업 시험원
24030201,1403.0,토목공학 기술자
24030202,1223.0,농림어업 시험원
24030301,9039.0,임산물 채취 및 기타 임업 종사원
24030302,8821.0,목재 가공기계 조작원
24030303,8822.0,펄프·종이 제조장치 조작원
24040101,6243.0,선박승무원 및 관련 종사원 (선박객실 승무원 제외)
24040102,6243.0,선박승무원 및 관련 종사원 (선박객실 승무원 제외)
24040103,9042.0,어부 및 해녀
24040104,9042.0,어부 및 해녀
24040201,1223.0,농림어업 시험원
24040201,9041.0,양식원
24040202,1223.0,농림어업 시험원
24040202,9041.0,양식원
24040203,1223.0,농림어업 시험원
24040203,9041.0,양식원
24040204,1221.0,생명과학 연구원
24040204,1532.0,전자공학 기술자 및 연구원
24040204,9041.0,양식원
24040301,1223.0,농림어업 시험원
24040302,1223.0,농림어업 시험원
24040303,9050.0,농림어업 단순 종사원
24040401,261.0,기획·마케팅 사무원
24040401,5211.0,여행상품 개발자
24040402,263.0,총무 사무원 및 대학 행정조교
24040403,1553.0,환경공학 기술자 및 연구원
